elapsed_ms,cpu_percent,cpu_time_seconds,memory_bytes,disk_read_bytes,disk_write_bytes,network_rx_bytes,network_tx_bytes,process_count,thread_count,gpu_percent,vram_bytes,phase,scenario,target_count,fault_injection
173.156958,,0.018086,2191360,1138688,0,,,1,,,,startup,,,False
275.152708,29.411029381126173,0.048084,17289216,10547200,0,,,1,,,,delivery,motchallenge-source-mot17-10,19,False
377.055292,0.6977251921305512,0.048795,17039360,10547200,0,,,1,,,,delivery,motchallenge-source-mot17-10,19,False
478.955167,0.7075572958259266,0.049516,17186816,10547200,0,,,1,,,,delivery,motchallenge-source-mot17-10,19,False
580.669,0.5918565668447529,0.050118,17149952,10547200,0,,,1,,,,delivery,motchallenge-source-mot17-10,20,False
682.422458,0.5464187762542616,0.050674,17182720,10547200,0,,,1,,,,delivery,motchallenge-source-mot17-10,20,False
783.898417,0.6829203752585439,0.051367,17182720,10547200,0,,,1,,,,delivery,motchallenge-source-mot17-10,20,False
895.256125,0.5828065354937054,0.052016,17444864,10547200,0,,,1,,,,delivery,motchallenge-source-mot17-10,20,False
997.175459,0.35420168660050333,0.052377,17149952,10547200,0,,,1,,,,delivery,motchallenge-source-mot17-10,20,False
1100.847084,0.42634616752655125,0.052819,17154048,10547200,0,,,1,,,,delivery,motchallenge-source-mot17-10,20,False
1201.648834,0.3997946464223097,0.053222,17481728,10547200,0,,,1,,,,delivery,motchallenge-source-mot17-10,20,False
1303.148375,0.48374602994509935,0.053713,17485824,10547200,0,,,1,,,,delivery,motchallenge-source-mot17-10,20,False
1405.166875,0.6577238442047324,0.054384,17612800,10547200,0,,,1,,,,delivery,motchallenge-source-mot17-10,19,False
1508.270334,0.43160530627784366,0.054829,17195008,10547200,0,,,1,,,,delivery,motchallenge-source-mot17-10,19,False
1613.465917,0.5000209942274845,0.055355,17477632,10547200,0,,,1,,,,delivery,motchallenge-source-mot17-10,22,False
1715.446042,0.4451847847803639,0.055809,17469440,10547200,0,,,1,,,,delivery,motchallenge-source-mot17-10,22,False
1826.189959,0.5372755597944087,0.056404,17207296,10547200,0,,,1,,,,delivery,motchallenge-source-mot17-10,22,False
1934.723667,0.45331538843213515,0.056896,17448960,10547200,0,,,1,,,,delivery,motchallenge-source-mot17-10,22,False
2037.751542,0.7201934427940008,0.057638,17485824,10547200,0,,,1,,,,delivery,motchallenge-source-mot17-10,20,False
2143.333501,0.4839842003689262,0.058149,17469440,10547200,0,,,1,,,,delivery,motchallenge-source-mot17-10,20,False
2252.467167,0.455404842718284,0.058646,17469440,10547200,0,,,1,,,,delivery,motchallenge-source-mot17-10,19,False
2364.677459,0.4063798354610868,0.059102,17321984,10547200,0,,,1,,,,delivery,motchallenge-source-mot17-10,18,False
2475.521167,0.6991826725969849,0.059877,17440768,10547200,0,,,1,,,,delivery,motchallenge-source-mot17-10,16,False
2584.613584,0.5014097359305908,0.060424,17469440,10547200,0,,,1,,,,delivery,motchallenge-source-mot17-10,17,False
2692.806792,0.524986744084711,0.060992,17485824,10547200,0,,,1,,,,delivery,motchallenge-source-mot17-10,14,False
2797.212584,0.6005413952513311,0.061619,17518592,10547200,0,,,1,,,,delivery,motchallenge-source-mot17-10,14,False
2906.529042,0.631194984381952,0.062309,17473536,10547200,0,,,1,,,,delivery,motchallenge-source-mot17-10,14,False
3007.841918,0.5053651818155854,0.062821,17522688,10547200,0,,,1,,,,delivery,motchallenge-source-mot17-10,13,False
3109.923918,0.7268666366254508,0.063563,17502208,10547200,0,,,1,,,,delivery,motchallenge-source-mot17-10,13,False
3212.910043,0.4699662211778647,0.064047,17240064,10547200,0,,,1,,,,delivery,motchallenge-source-mot17-10,13,False
3328.474668,0.4110254327394644,0.064522,17682432,10547200,0,,,1,,,,delivery,motchallenge-source-mot17-10,15,False
3433.565001,0.7888451547679559,0.065351,17297408,10547200,0,,,1,,,,delivery,motchallenge-source-mot17-10,16,False
3535.795501,0.6632071642024621,0.066029,17211392,10547200,0,,,1,,,,delivery,motchallenge-source-mot17-10,16,False
3636.311543,0.5352379473915186,0.066567,17219584,10547200,0,,,1,,,,delivery,motchallenge-source-mot17-10,16,False
3737.727376,0.5196427267919791,0.067094,17469440,10547200,0,,,1,,,,delivery,motchallenge-source-mot17-10,16,False
3846.907668,0.4497148624588816,0.067585,17465344,10547200,0,,,1,,,,delivery,motchallenge-source-mot17-10,16,False
3951.654585,0.4792503821377278,0.068087,17444864,10547200,0,,,1,,,,delivery,motchallenge-source-mot17-10,16,False
4053.929793,0.4566111466622576,0.068554,17465344,10547200,0,,,1,,,,delivery,motchallenge-source-mot17-10,16,False
4164.980251,0.33498285977352504,0.068926,17154048,10547200,0,,,1,,,,delivery,motchallenge-source-mot17-10,16,False
4267.742043,0.4116315916328053,0.069349,17162240,10547200,0,,,1,,,,delivery,motchallenge-source-mot17-10,17,False
4368.403043,0.5076444700529614,0.06986,17203200,10547200,0,,,1,,,,delivery,motchallenge-source-mot17-10,18,False
4469.25396,0.7397057182930689,0.070606,17416192,10547200,0,,,1,,,,delivery,motchallenge-source-mot17-10,19,False
4572.82246,1.152860184322454,0.0718,17481728,10547200,0,,,1,,,,delivery,motchallenge-source-mot17-10,19,False
4677.564835,0.4792711641300882,0.072302,17481728,10547200,0,,,1,,,,delivery,motchallenge-source-mot17-10,19,False
4778.602168,0.4740821890063086,0.072781,17453056,10547200,0,,,1,,,,delivery,motchallenge-source-mot17-10,19,False
4881.845835,0.5259402496813697,0.073324,17461248,10547200,0,,,1,,,,delivery,motchallenge-source-mot17-10,19,False
4983.653835,0.4312038346691763,0.073763,17457152,10547200,0,,,1,,,,delivery,motchallenge-source-mot17-10,19,False
5088.335335,0.45566790693676074,0.07424,17211392,10547200,0,,,1,,,,delivery,motchallenge-source-mot17-10,21,False
5193.165085,0.4273595997319501,0.074688,17424384,10547200,0,,,1,,,,delivery,motchallenge-source-mot17-10,21,False
5298.902085,0.605275352998479,0.075328,17698816,10547200,0,,,1,,,,delivery,motchallenge-source-mot17-10,21,False
5409.947877,0.6528838121123847,0.076053,17727488,10547200,0,,,1,,,,delivery,motchallenge-source-mot17-10,21,False
5526.635752,0.46705795267931977,0.076598,17432576,10547200,0,,,1,,,,delivery,motchallenge-source-mot17-10,21,False
5629.394085,0.5751358383752628,0.077189,17678336,10547200,0,,,1,,,,delivery,motchallenge-source-mot17-10,21,False
5739.226835,0.4370281177517709,0.077669,17731584,10547200,0,,,1,,,,delivery,motchallenge-source-mot17-10,21,False
5843.018627,0.4643912497435215,0.078151,17735680,10547200,0,,,1,,,,delivery,motchallenge-source-mot17-10,22,False
5943.991919,0.4684407041022305,0.078624,17743872,10547200,0,,,1,,,,delivery,motchallenge-source-mot17-10,21,False
6046.698544,0.3933533985757994,0.079028,17379328,10547200,0,,,1,,,,delivery,motchallenge-source-mot17-10,21,False
6149.912086,0.4689307145374376,0.079512,17231872,10547200,0,,,1,,,,delivery,motchallenge-source-mot17-10,22,False
6253.203836,0.40177458509512975,0.079927,17358848,10547200,0,,,1,,,,delivery,motchallenge-source-mot17-10,22,False
6368.848002,0.40036606775304606,0.08039,17358848,10547200,0,,,1,,,,delivery,motchallenge-source-mot17-10,23,False
6476.790961,0.5614076227056137,0.080996,17473536,10547200,0,,,1,,,,delivery,motchallenge-source-mot17-10,23,False
6584.687003,0.4532140298529239,0.081485,17432576,10547200,0,,,1,,,,delivery,motchallenge-source-mot17-10,23,False
6687.733753,0.4677488615604046,0.081967,17469440,10547200,0,,,1,,,,delivery,motchallenge-source-mot17-10,23,False
6793.481336,0.39149830970604566,0.082381,17477632,10547200,0,,,1,,,,delivery,motchallenge-source-mot17-10,23,False
6903.579878,0.5222594137531867,0.082956,17338368,10547200,0,,,1,,,,delivery,motchallenge-source-mot17-10,23,False
7012.128669,0.37771033304276386,0.083366,17403904,10547200,0,,,1,,,,delivery,motchallenge-source-mot17-10,23,False
7114.303753,0.6694391364532708,0.08405,17203200,10547200,0,,,1,,,,delivery,motchallenge-source-mot17-10,23,False
7225.805253,0.44394021605090106,0.084545,17362944,10547200,0,,,1,,,,delivery,motchallenge-source-mot17-10,23,False
7332.16517,0.4842049660493826,0.08506,17219584,10547200,0,,,1,,,,delivery,motchallenge-source-mot17-10,23,False
7433.275128,1.0622099160599052,0.086134,17702912,10547200,0,,,1,,,,delivery,motchallenge-source-mot17-10,23,False
7537.102378,0.6568603136459861,0.086816,17379328,10547200,0,,,1,,,,delivery,motchallenge-source-mot17-10,23,False
7639.475586,0.7130771949629581,0.087546,17629184,10547200,0,,,1,,,,delivery,motchallenge-source-mot17-10,23,False
7744.126753,0.48637775821457924,0.088055,17375232,10547200,0,,,1,,,,delivery,motchallenge-source-mot17-10,23,False
7853.410795,0.5215766085957921,0.088625,17608704,10547200,0,,,1,,,,delivery,motchallenge-source-mot17-10,23,False
7964.277795,0.5511107904065236,0.089236,17379328,10547200,0,,,1,,,,delivery,motchallenge-source-mot17-10,24,False
8071.848587,0.37277777038212995,0.089637,17379328,10547200,0,,,1,,,,delivery,motchallenge-source-mot17-10,25,False
8176.008962,0.43586632632611966,0.090091,17612800,10547200,0,,,1,,,,delivery,motchallenge-source-mot17-10,25,False
8279.840378,0.4478413354200941,0.090556,17633280,10547200,0,,,1,,,,delivery,motchallenge-source-mot17-10,25,False
8383.84992,0.4528430670332143,0.091027,17539072,10547200,0,,,1,,,,delivery,motchallenge-source-mot17-10,25,False
8495.216462,0.4058669613715832,0.091479,17608704,10547200,0,,,1,,,,delivery,motchallenge-source-mot17-10,25,False
8606.604295,0.5045434360860518,0.092041,17485824,10547200,0,,,1,,,,delivery,motchallenge-source-mot17-10,25,False
8709.435504,0.6408560265006772,0.0927,17485824,10547200,0,,,1,,,,delivery,motchallenge-source-mot17-10,26,False
8813.110754,0.5353254513492853,0.093255,17485824,10547200,0,,,1,,,,delivery,motchallenge-source-mot17-10,26,False
8917.754295,0.44723257214699585,0.093723,17588224,10547200,0,,,1,,,,delivery,motchallenge-source-mot17-10,27,False
9035.680837,0.39516125216322734,0.094189,17563648,10547200,0,,,1,,,,delivery,motchallenge-source-mot17-10,27,False
9136.56442,0.7156764049508436,0.094911,17596416,10547200,0,,,1,,,,delivery,motchallenge-source-mot17-10,26,False
9238.069545,0.46894183914359416,0.095387,17571840,10547200,0,,,1,,,,delivery,motchallenge-source-mot17-10,26,False
9342.959171,0.521500572420771,0.095934,17555456,10547200,0,,,1,,,,delivery,motchallenge-source-mot17-10,26,False
9445.960046,0.44951074444755074,0.096397,17567744,10547200,0,,,1,,,,delivery,motchallenge-source-mot17-10,25,False
9548.222962,0.40581670876664494,0.096812,17350656,10547200,0,,,1,,,,delivery,motchallenge-source-mot17-10,25,False
9659.855837,0.4586462545195567,0.097324,17534976,10547200,0,,,1,,,,delivery,motchallenge-source-mot17-10,24,False
9765.866171,0.6235241179411894,0.097985,17403904,10547200,0,,,1,,,,delivery,motchallenge-source-mot17-10,24,False
9868.990087,0.7457048081843516,0.098754,17408000,10547200,0,,,1,,,,delivery,motchallenge-source-mot17-10,24,False
9970.654171,0.624606030975512,0.099389,17408000,10547200,0,,,1,,,,delivery,motchallenge-source-mot17-10,24,False
10072.545338,0.45833217319023856,0.099856,17338368,10547200,0,,,1,,,,delivery,motchallenge-source-mot17-10,24,False
10175.449004,0.42175368173958333,0.10029,17354752,10547200,0,,,1,,,,delivery,motchallenge-source-mot17-10,24,False
10277.880004,0.5057062803252831,0.100808,17354752,10547200,0,,,1,,,,delivery,motchallenge-source-mot17-10,24,False
10378.839504,0.48039065169696693,0.101293,17592320,10547200,0,,,1,,,,delivery,motchallenge-source-mot17-10,24,False
10481.520963,0.6846416157760372,0.101996,17596416,10547200,0,,,1,,,,delivery,motchallenge-source-mot17-10,24,False
10592.157546,0.4483146410984118,0.102492,17584128,10547200,0,,,1,,,,delivery,motchallenge-source-mot17-10,24,False
10693.770588,0.485173940565615,0.102985,17530880,10547200,0,,,1,,,,delivery,motchallenge-source-mot17-10,24,False
10795.420463,0.660109026203923,0.103656,17563648,10547200,0,,,1,,,,delivery,motchallenge-source-mot17-10,24,False
10904.325296,0.6886746706640656,0.104406,17571840,10547200,0,,,1,,,,delivery,motchallenge-source-mot17-10,24,False
11010.665755,0.46360529626828806,0.104899,17596416,10547200,0,,,1,,,,delivery,motchallenge-source-mot17-10,23,False
11113.552213,0.43348756354309337,0.105345,17580032,10547200,0,,,1,,,,delivery,motchallenge-source-mot17-10,23,False
11221.148921,0.4070756514223538,0.105783,17563648,10547200,0,,,1,,,,delivery,motchallenge-source-mot17-10,23,False
11325.720421,0.4465843944095621,0.10625,17600512,10547200,0,,,1,,,,delivery,motchallenge-source-mot17-10,23,False
11429.829213,0.4063057421701778,0.106673,17334272,10547200,0,,,1,,,,delivery,motchallenge-source-mot17-10,22,False
11532.214047,0.3848226193344139,0.107067,17334272,10547200,0,,,1,,,,delivery,motchallenge-source-mot17-10,22,False
11635.142797,0.5800128729825246,0.107664,17534976,10547200,0,,,1,,,,delivery,motchallenge-source-mot17-10,21,False
11737.21413,0.8454871457395414,0.108527,17555456,10547200,0,,,1,,,,delivery,motchallenge-source-mot17-10,20,False
11838.624422,0.6291274656816881,0.109165,17563648,10547200,0,,,1,,,,delivery,motchallenge-source-mot17-10,20,False
11942.93463,0.5838354765815427,0.109774,17567744,10547200,0,,,1,,,,delivery,motchallenge-source-mot17-10,21,False
12045.783755,0.3937806957521541,0.110179,17551360,10547200,0,,,1,,,,delivery,motchallenge-source-mot17-10,20,False
12153.27013,0.43447367166303197,0.110646,17518592,10547200,0,,,1,,,,delivery,motchallenge-source-mot17-10,20,False
12260.326547,0.5352318114662888,0.111219,17551360,10547200,0,,,1,,,,delivery,motchallenge-source-mot17-10,20,False
